Inicio_Faena;Inicio_Venta;Embarcacion;Marca_Motor;Modelo_Motor;Caballos_Motor;Origen;Origen_Latitud;Origen_Longuitud;Millas_Recorridas;Especie;Aparejo;Volumen_Kg;Talla_cm;Precio_Kg;Venta;Precio_Galon;Costo_Combustible;Ganancia
22 03 2019 11:20;22 03 2019 11:45;RUDY;PARSUN;PARSUN T15BM;15;LA PAMPA;-9.02;-78.63;1.31;LORNA;CORDEL;120.00;27.00;2.00;240.00;6.09;0.401570736;239.60
22 03 2019 11:30;22 03 2019 11:45;NANCY;PANTHER;PANTHER 190F;10;LA PAMPA;-9.02;-78.63;1.31;LORNA;CORDEL;120.00;26.00;2.00;240.00;6.09;0.401570736;239.60
22 03 2019 11:27;22 03 2019 11:45;IKER;YAMAHA;YAMAHA E15DMH;15;LA PAMPA;-9.02;-78.63;1.31;LORNA;CORDEL;120.00;26.00;2.00;240.00;6.09;0.401570736;239.60
22 03 2019 11:30;22 03 2019 11:45;MARLENY;YAMAHA;YAMAHA E15DMH;15;LA PAMPA;-9.02;-78.63;1.31;LORNA;CORDEL;120.00;26.00;2.00;240.00;6.09;0.401570736;239.60
22 03 2019 11:25;22 03 2019 11:45;JOSUE;BRIGGS STRATTON;BRIGGS STRATTON ZETA;16;LA PAMPA;-9.02;-78.63;1.31;LORNA;CORDEL;120.00;26.00;2.00;240.00;6.09;0.401570736;239.60
22 03 2019 11:27;22 03 2019 11:45;MI ROSITA;PARSUN;PARSUN T15BM;15;LA PAMPA;-9.02;-78.63;1.31;LORNA;CORDEL;150.00;26.00;2.00;300.00;6.09;0.402169499;299.60
22 03 2019 12:29;22 03 2019 12:54;MAYRA;YAMAHA;YAMAHA E15DMH;15;LA ISLA;-9.16;-78.63;19.42;CABALLA;CORDEL;90.00;29.00;4.00;360.00;6.09;5.938647301;354.06
22 03 2019 12:39;22 03 2019 12:54;LUIS ALEXANDER;TOYOTA;TOYOTA;15;LA ISLA;-9.16;-78.63;19.42;CABALLA;CORDEL;90.00;29.00;4.00;360.00;6.09;5.938647301;354.06
22 03 2019 12:34;22 03 2019 12:54;NOEMI;YAMAHA;YAMAHA E15DMH;15;LA ISLA;-9.16;-78.63;19.42;CABALLA;CORDEL;120.00;29.00;4.00;480.00;6.09;5.947515365;474.05
23 03 2019 10:23;23 03 2019 10:38;MARLENY;YAMAHA;YAMAHA E15DMH;15;LA PAMPA;-9.02;-78.63;1.31;LORNA;CORDEL;120.00;27.00;2.00;240.00;6.09;0.401570736;239.60
23 03 2019 10:52;23 03 2019 11:12;LUCHITO;YAMAHA;YAMAHA E15DMH;15;LA PAMPA;-9.02;-78.63;1.31;MACHETE;CORDEL;150.00;63.00;2.00;300.00;6.09;0.402169499;299.60
23 03 2019 12:40;23 03 2019 13:05;RUDY;PARSUN;PARSUN T15BM;15;LA PAMPA;-9.02;-78.63;1.31;MACHETE;CORDEL;180.00;27.00;2.00;360.00;6.09;0.402768263;359.60
23 03 2019 12:46;23 03 2019 13:06;NOEMI;YAMAHA;YAMAHA E15DMH;15;LA PAMPA;-9.02;-78.63;1.31;LORNA;CORDEL;120.00;26.00;2.00;240.00;6.09;0.401570736;239.60
23 03 2019 14:52;23 03 2019 15:10;MI ROSITA;PARSUN;PARSUN T15BM;15;LA PAMPA;-9.02;-78.63;1.31;LORNA;CORDEL;150.00;26.00;2.00;300.00;6.09;0.402169499;299.60
23 03 2019 14:55;23 03 2019 15:10;LUIS ALEXANDER;TOYOTA;TOYOTA;15;LA PAMPA;-9.02;-78.63;1.31;LORNA;CORDEL;90.00;26.00;2.00;180.00;6.09;0.400971972;179.60
23 03 2019 14:50;23 03 2019 15:10;JOSUE;BRIGGS STRATTON;BRIGGS STRATTON ZETA;16;LA PAMPA;-9.02;-78.63;1.31;LORNA;CORDEL;120.00;26.00;2.00;240.00;6.09;0.401570736;239.60
23 03 2019 14:45;23 03 2019 15:10;MAYRA;YAMAHA;YAMAHA E15DMH;15;LA PAMPA;-9.02;-78.63;1.31;LORNA;CORDEL;150.00;26.00;2.00;300.00;6.09;0.402169499;299.60
25 03 2019 09:51;25 03 2019 10:11;VALERY;PANTHER;PANTHER 190F;10;LA PAMPA;-9.02;-78.63;1.31;LORNA;CORTINA;90.00;24.00;2.00;180.00;6.09;0.400971972;179.60
25 03 2019 09:46;25 03 2019 10:11;JEREMIAS;YAMAHA;YAMAHA E15DMH;15;LA PAMPA;-9.02;-78.63;1.31;LISA;CORTINA;90.00;35.00;3.00;270.00;6.09;0.400971972;269.60
25 03 2019 10:45;25 03 2019 11:00;MARLENY;YAMAHA;YAMAHA E15DMH;15;LA PAMPA;-9.02;-78.63;1.31;LORNA;CORTINA;90.00;23.00;2.00;180.00;6.09;0.400971972;179.60
25 03 2019 11:10;25 03 2019 11:35;MI PAUL;YAMAHA;YAMAHA E15DMH;15;LA ISLA;-9.16;-78.63;19.42;CHIRI;CORTINA;150.00;20.00;3.00;450.00;6.09;5.95638343;444.04
25 03 2019 11:25;25 03 2019 11:45;LUCHITO;YAMAHA;YAMAHA E15DMH;15;LA PAMPA;-9.02;-78.63;1.31;LORNA;CORTINA;120.00;24.00;2.00;240.00;6.09;0.401570736;239.60
25 03 2019 11:50;25 03 2019 12:10;NOEMI;YAMAHA;YAMAHA E15DMH;15;LA ISLA;-9.16;-78.63;19.42;CHIRI;CORTINA;150.00;19.00;3.00;450.00;6.09;5.95638343;444.04
25 03 2019 12:30;25 03 2019 12:55;MAYRA;YAMAHA;YAMAHA E15DMH;15;LA PAMPA;-9.02;-78.63;1.31;CABALLA;CORDEL;120.00;28.00;4.00;480.00;6.09;0.401570736;479.60
25 03 2019 14:02;25 03 2019 14:20;MI ROSITA;PARSUN;PARSUN T15BM;15;LA PAMPA;-9.02;-78.63;1.31;CABALLA;CORDEL;150.00;28.00;4.00;600.00;6.09;0.402169499;599.60
26 03 2019 08:29;26 03 2019 08:49;LUCHITO;YAMAHA;YAMAHA E15DMH;15;LA ISLA;-9.16;-78.63;19.42;LENGUADO;CORTINA;30.00;60.00;40.00;1200.00;6.33;6.154247572;1193.85
26 03 2019 09:02;26 03 2019 09:27;JEREMIAS;YAMAHA;YAMAHA E15DMH;15;LA ISLA;-9.16;-78.63;19.42;MACHETE;CORTINA;180.00;35.00;3.00;540.00;6.33;6.200335297;533.80
26 03 2019 09:12;26 03 2019 09:27;NANCY;PANTHER;PANTHER 190F;10;LA ISLA;-9.16;-78.63;19.42;MACHETE;CORTINA;240.00;23.00;3.00;720.00;6.33;6.218770387;713.78
26 03 2019 10:09;26 03 2019 10:34;MI PAUL;YAMAHA;YAMAHA E15DMH;15;LA ISLA;-9.16;-78.63;19.42;LENGUADO;CORTINA;30.00;58.00;40.00;1200.00;6.33;6.154247572;1193.85
26 03 2019 11:25;26 03 2019 11:45;VALERY;PANTHER;PANTHER 190F;10;LA ISLA;-9.16;-78.63;19.42;CABALLA;CORDEL;240.00;24.00;4.00;960.00;6.33;6.218770387;953.78
26 03 2019 11:50;26 03 2019 12:10;NOEMI;YAMAHA;YAMAHA E15DMH;15;LA ISLA;-9.16;-78.63;19.42;CABALLA;CORDEL;210.00;19.00;4.00;840.00;6.33;6.209552842;833.79
26 03 2019 12:44;26 03 2019 13:09;MAYRA;YAMAHA;YAMAHA E15DMH;15;LA PAMPA;-9.02;-78.63;1.31;LORNA;CORDEL;150.00;27.00;2.00;300.00;6.33;0.418018544;299.58
26 03 2019 14:02;26 03 2019 14:20;MI ROSITA;PARSUN;PARSUN T15BM;15;LA PAMPA;-9.02;-78.63;1.31;LORNA;CORDEL;180.00;26.00;2.00;360.00;6.33;0.418640904;359.58
26 03 2019 14:50;26 03 2019 15:05;LUIS ALEXANDER;TOYOTA;TOYOTA;15;LA PAMPA;-9.02;-78.63;1.31;LORNA;CORDEL;150.00;26.00;2.00;300.00;6.33;0.418018544;299.58
27 03 2019 08:40;27 03 2019 08:55;MICHAEL;YAMAHA;YAMAHA E15DMH;15;LA ISLA;-9.16;-78.63;19.42;CHIRI;CORTINA;330.00;18.00;3.00;990.00;6.33;6.246423023;983.75
27 03 2019 08:44;27 03 2019 09:09;MI PAUL;YAMAHA;YAMAHA E15DMH;15;LA ISLA;-9.16;-78.63;19.42;LORNA;CORTINA;330.00;48.00;2.00;660.00;6.33;6.246423023;653.75
27 03 2019 08:54;27 03 2019 09:09;NANCY;PANTHER;PANTHER 190F;10;LA ISLA;-9.16;-78.63;19.42;LORNA;CORTINA;300.00;48.00;2.00;600.00;6.33;6.237205477;593.76
27 03 2019 09:19;27 03 2019 09:44;RUDY;PARSUN;PARSUN T15BM;15;LA ISLA;-9.16;-78.63;19.42;CHIRI;CORTINA;210.00;17.00;3.00;630.00;6.33;6.209552842;623.79
27 03 2019 15:44;27 03 2019 16:09;MAYRA;YAMAHA;YAMAHA E15DMH;15;LA PAMPA;-9.02;-78.63;1.31;LORNA;CORDEL;210.00;30.00;2.00;420.00;6.33;0.419263264;419.58
27 03 2019 15:49;27 03 2019 16:09;NOEMI;YAMAHA;YAMAHA E15DMH;15;LA PAMPA;-9.02;-78.63;1.31;LORNA;CORDEL;210.00;30.00;3.00;630.00;6.33;0.419263264;629.58
27 03 2019 15:51;27 03 2019 16:09;MI ROSITA;PARSUN;PARSUN T15BM;15;LA PAMPA;-9.02;-78.63;1.31;LORNA;CORDEL;180.00;30.00;2.00;360.00;6.33;0.418640904;359.58
28 03 2019 07:57;28 03 2019 08:22;MI PAUL;YAMAHA;YAMAHA E15DMH;15;MOÑAQUE;-9.00;-78.65;4.36;CACHEMA;CORTINA;30.00;30.00;8.00;240.00;6.33;1.381725025;238.62
28 03 2019 07:57;28 03 2019 08:22;MI PAUL;YAMAHA;YAMAHA E15DMH;15;MOÑAQUE;-9.00;-78.65;4.36;MACHETE;CORTINA;300.00;28.00;3.00;900.00;6.33;1.400350375;898.60
28 03 2019 07:57;28 03 2019 08:22;JEREMIAS;YAMAHA;YAMAHA E15DMH;15;MOÑAQUE;-9.00;-78.65;4.36;MACHETE;CORTINA;390.00;28.00;3.00;1170.00;6.33;1.406558825;1168.59
28 03 2019 07:57;28 03 2019 08:22;RUDY;PARSUN;PARSUN T15BM;15;MOÑAQUE;-9.00;-78.65;4.36;MACHETE;CORTINA;330.00;28.00;3.00;990.00;6.33;1.402419858;988.60
28 03 2019 08:02;28 03 2019 08:22;LUCHITO;YAMAHA;YAMAHA E15DMH;15;MOÑAQUE;-9.00;-78.65;4.36;MACHETE;CORTINA;360.00;28.00;3.00;1080.00;6.33;1.404489341;1078.60
28 03 2019 09:14;28 03 2019 09:44;PIERO;BRIGGS STRATTON;BRIGGS STRATTON ZETA;16;MOÑAQUE;-9.00;-78.65;4.36;LORNA;CORTINA;210.00;30.00;2.00;420.00;6.33;1.394141925;418.61
28 03 2019 09:29;28 03 2019 09:44;JHOAN;JOHN DEERE;JOHN DEERE 4045TFM50;120;MOÑAQUE;-9.00;-78.65;4.36;LORNA;CORTINA;210.00;30.00;2.00;420.00;6.33;1.394141925;418.61
28 03 2019 09:24;28 03 2019 09:44;JOSUE;BRIGGS STRATTON;BRIGGS STRATTON ZETA;16;MOÑAQUE;-9.00;-78.65;4.36;LORNA;CORTINA;180.00;30.00;2.00;360.00;6.33;1.392072441;358.61
28 03 2019 09:21;28 03 2019 09:44;THALIA;NISSAN;NISSAN LD;25;MOÑAQUE;-9.00;-78.65;4.36;LORNA;CORTINA;210.00;30.00;2.00;420.00;6.33;1.394141925;418.61
28 03 2019 10:00;28 03 2019 10:20;YHANIRA;YAMAHA;YAMAHA E15DMH;15;MOÑAQUE;-9.00;-78.65;4.36;MACHETE;CORTINA;180.00;27.00;3.00;540.00;6.33;1.392072441;538.61
28 03 2019 10:07;28 03 2019 10:20;LEONARDO;YAMAHA;YAMAHA E15DMH;15;MOÑAQUE;-9.00;-78.65;4.36;MACHETE;CORTINA;240.00;27.00;3.00;720.00;6.33;1.396211408;718.60
28 03 2019 10:00;28 03 2019 10:20;LORENA;YAMAHA;YAMAHA E15DMH;15;MOÑAQUE;-9.00;-78.65;4.36;MACHETE;CORTINA;240.00;27.00;3.00;720.00;6.33;1.396211408;718.60
28 03 2019 14:48;28 03 2019 15:13;MAYRA;YAMAHA;YAMAHA E15DMH;15;MOÑAQUE;-9.00;-78.65;4.36;MACHETE;CORDEL;150.00;27.00;3.00;450.00;6.33;1.390002958;448.61
28 03 2019 15:21;28 03 2019 15:41;NOEMI;YAMAHA;YAMAHA E15DMH;15;MOÑAQUE;-9.00;-78.65;4.36;MACHETE;CORDEL;150.00;27.00;3.00;450.00;6.33;1.390002958;448.61
29 03 2019 08:04;29 03 2019 08:29;RUDY;PARSUN;PARSUN T15BM;15;MOÑAQUE;-9.00;-78.65;4.36;MACHETE;CORTINA;30.00;30.00;3.00;90.00;6.33;1.381725025;88.62
29 03 2019 08:09;29 03 2019 08:29;LUCHITO;YAMAHA;YAMAHA E15DMH;15;MOÑAQUE;-9.00;-78.65;4.36;MACHETE;CORTINA;300.00;28.00;3.00;900.00;6.33;1.400350375;898.60
29 03 2019 08:04;29 03 2019 08:29;JEREMIAS;YAMAHA;YAMAHA E15DMH;15;MOÑAQUE;-9.00;-78.65;4.36;MACHETE;CORTINA;390.00;28.00;3.00;1170.00;6.33;1.406558825;1168.59
29 03 2019 08:44;29 03 2019 09:02;MI ROSITA;PARSUN;PARSUN T15BM;15;MOÑAQUE;-9.00;-78.65;4.36;MACHETE;CORTINA;330.00;28.00;3.00;990.00;6.33;1.402419858;988.60
29 03 2019 08:37;29 03 2019 09:02;MAYRA;YAMAHA;YAMAHA E15DMH;15;MOÑAQUE;-9.00;-78.65;4.36;MACHETE;CORTINA;360.00;28.00;3.00;1080.00;6.33;1.404489341;1078.60
29 03 2019 08:47;29 03 2019 09:02;MICHAEL;YAMAHA;YAMAHA E15DMH;15;MOÑAQUE;-9.00;-78.65;4.36;MACHETE;CORTINA;210.00;30.00;3.00;630.00;6.33;1.394141925;628.61
29 03 2019 11:30;29 03 2019 11:50;NOEMI;YAMAHA;YAMAHA E15DMH;15;MOÑAQUE;-9.00;-78.65;4.36;MACHETE;CORTINA;210.00;30.00;3.00;630.00;6.33;1.394141925;628.61
29 03 2019 11:20;29 03 2019 11:50;PIERO;BRIGGS STRATTON;BRIGGS STRATTON ZETA;16;MOÑAQUE;-9.00;-78.65;4.36;MACHETE;CORTINA;180.00;30.00;3.00;540.00;6.33;1.392072441;538.61
29 03 2019 11:25;29 03 2019 11:50;MI PAUL;YAMAHA;YAMAHA E15DMH;15;MOÑAQUE;-9.00;-78.65;4.36;MACHETE;CORTINA;210.00;30.00;3.00;630.00;6.33;1.394141925;628.61
29 03 2019 13:45;29 03 2019 14:05;ARIANITA;BRIGGS STRATTON;BRIGGS STRATTON ZETA;16;MOÑAQUE;-9.00;-78.65;4.36;MACHETE;CORTINA;180.00;27.00;3.00;540.00;6.33;1.392072441;538.61
29 03 2019 13:45;29 03 2019 14:05;JOSUE;BRIGGS STRATTON;BRIGGS STRATTON ZETA;16;MOÑAQUE;-9.00;-78.65;4.36;MACHETE;CORTINA;240.00;27.00;3.00;720.00;6.33;1.396211408;718.60
29 03 2019 15:40;29 03 2019 15:55;NANCY;PANTHER;PANTHER 190F;10;MOÑAQUE;-9.00;-78.65;4.36;MACHETE;CORTINA;240.00;27.00;3.00;720.00;6.33;1.396211408;718.60
29 03 2019 15:25;29 03 2019 15:55;PAQUIRRI;BRIGGS STRATTON;BRIGGS STRATTON ZETA;16;MOÑAQUE;-9.00;-78.65;4.36;MACHETE;CORTINA;150.00;27.00;3.00;450.00;6.33;1.390002958;448.61
29 03 2019 15:21;29 03 2019 15:41;SABINA;LISTER;LISTER TR;90;MOÑAQUE;-9.00;-78.65;4.36;MACHETE;CORTINA;150.00;27.00;3.00;450.00;6.33;1.390002958;448.61
30 03 2019 08:08;30 03 2019 08:28;LUCHITO;YAMAHA;YAMAHA E15DMH;15;MOÑAQUE;-9.00;-78.65;4.36;MACHETE;CORTINA;210.00;25.00;3.00;630.00;6.33;1.394141925;628.61
30 03 2019 08:10;30 03 2019 08:28;IKER;YAMAHA;YAMAHA E15DMH;15;MOÑAQUE;-9.00;-78.65;4.36;MACHETE;CORTINA;240.00;25.00;3.00;720.00;6.33;1.396211408;718.60
30 03 2019 10:30;30 03 2019 10:50;NATANIEL;PANTHER;PANTHER 190F;10;MOÑAQUE;-9.00;-78.65;4.36;BONITO;CORTINA;180.00;53.00;3.00;540.00;6.33;1.392072441;538.61
30 03 2019 11:15;30 03 2019 11:40;RUDY;PARSUN;PARSUN T15BM;15;MOÑAQUE;-9.00;-78.65;4.36;BONITO;CORTINA;270.00;53.00;3.00;810.00;6.33;1.398280891;808.60
30 03 2019 11:45;30 03 2019 12:10;JEREMIAS;YAMAHA;YAMAHA E15DMH;15;MOÑAQUE;-9.00;-78.65;4.36;BONITO;CORTINA;240.00;53.00;3.00;720.00;6.33;1.396211408;718.60
30 03 2019 12:50;30 03 2019 13:10;NOEMI;YAMAHA;YAMAHA E15DMH;15;MOÑAQUE;-9.00;-78.65;4.36;BONITO;CORTINA;210.00;53.00;3.00;630.00;6.33;1.394141925;628.61
30 03 2019 15:21;30 03 2019 15:41;SABINA;LISTER;LISTER TR;90;MOÑAQUE;-9.00;-78.65;4.36;MACHETE;CORTINA;150.00;27.00;3.00;450.00;6.33;1.390002958;448.61
01 04 2019 08:31;01 04 2019 08:56;MI PAUL;YAMAHA;YAMAHA E15DMH;15;MOÑAQUE;-9.00;-78.65;4.36;MACHETE;CORTINA;180.00;25.00;2.00;360.00;6.33;1.392072441;358.61
01 04 2019 09:33;01 04 2019 09:53;LUCHITO;YAMAHA;YAMAHA E15DMH;15;MOÑAQUE;-9.00;-78.65;4.36;MACHETE;CORTINA;210.00;25.00;2.00;420.00;6.33;1.394141925;418.61
01 04 2019 10:25;01 04 2019 10:40;MICHAEL;YAMAHA;YAMAHA E15DMH;15;MOÑAQUE;-9.00;-78.65;4.36;MACHETE;CORTINA;240.00;26.00;2.00;480.00;6.33;1.396211408;478.60
01 04 2019 12:09;01 04 2019 12:34;RUDY;PARSUN;PARSUN T15BM;15;MOÑAQUE;-9.00;-78.65;4.36;MACHETE;CORTINA;270.00;24.00;2.00;540.00;6.33;1.398280891;538.60
01 04 2019 14:45;01 04 2019 15:10;JEREMIAS;YAMAHA;YAMAHA E15DMH;15;MOÑAQUE;-9.00;-78.65;4.36;LISA;CORTINA;240.00;32.00;3.00;720.00;6.33;1.396211408;718.60
01 04 2019 15:21;01 04 2019 15:41;SABINA;LISTER;LISTER TR;90;MOÑAQUE;-9.00;-78.65;4.36;MACHETE;CORTINA;150.00;27.00;3.00;450.00;6.33;1.390002958;448.61
02 04 2019 08:25;02 04 2019 08:50;MAYRA;YAMAHA;YAMAHA E15DMH;15;LA VIUDA;-8.97;-78.65;7.95;LORNA;CORTINA;180.00;25.00;2.00;360.00;6.42;2.575947261;357.42
02 04 2019 09:05;02 04 2019 09:25;NOEMI;YAMAHA;YAMAHA E15DMH;15;LA VIUDA;-8.97;-78.65;7.95;LORNA;CORTINA;210.00;25.00;2.00;420.00;6.42;2.579776717;417.42
02 04 2019 09:50;02 04 2019 10:05;MICHAEL;YAMAHA;YAMAHA E15DMH;15;LA VIUDA;-8.97;-78.65;7.95;LORNA;CORTINA;180.00;26.00;2.00;360.00;6.42;2.575947261;357.42
02 04 2019 09:50;02 04 2019 10:10;LUCHITO;YAMAHA;YAMAHA E15DMH;15;LA ISLA;-9.16;-78.63;19.42;LENGUADO;CORTINA;30.00;24.00;2.00;60.00;6.42;6.241748722;53.76
02 04 2019 13:05;02 04 2019 13:20;NANCY;PANTHER;PANTHER 190F;10;LA VIUDA;-8.97;-78.65;7.95;LORNA;CORTINA;240.00;32.00;2.00;480.00;6.42;2.583606173;477.42
02 04 2019 14:32;02 04 2019 14:57;MI PAUL;YAMAHA;YAMAHA E15DMH;15;LA VIUDA;-8.97;-78.65;7.95;LORNA;CORTINA;270.00;32.00;2.00;540.00;6.42;2.587435628;537.41
02 04 2019 15:21;02 04 2019 15:41;SABINA;LISTER;LISTER TR;90;MOÑAQUE;-9.00;-78.65;4.36;MACHETE;CORTINA;150.00;27.00;3.00;450.00;6.42;1.409766033;448.59
03 04 2019 07:52;03 04 2019 08:17;JEREMIAS;YAMAHA;YAMAHA E15DMH;15;LA ISLA;-9.16;-78.63;19.42;MISHO;CORTINA;30.00;29.00;8.00;240.00;6.42;6.241748722;233.76
03 04 2019 08:18;03 04 2019 08:38;LUCHITO;YAMAHA;YAMAHA E15DMH;15;MOÑAQUE;-9.00;-78.65;4.36;MACHETE;CORTINA;210.00;25.00;2.00;420.00;6.42;1.413963848;418.59
03 04 2019 08:23;03 04 2019 08:38;MICHAEL;YAMAHA;YAMAHA E15DMH;15;MOÑAQUE;-9.00;-78.65;4.36;MACHETE;CORTINA;240.00;25.00;2.00;480.00;6.42;1.416062755;478.58
03 04 2019 09:14;03 04 2019 09:39;RUDY;PARSUN;PARSUN T15BM;15;LA ISLA;-9.16;-78.63;19.42;LISA;CORTINA;30.00;37.00;3.00;90.00;6.42;6.241748722;83.76
03 04 2019 10:55;03 04 2019 11:20;JEREMIAS;YAMAHA;YAMAHA E15DMH;15;MOÑAQUE;-9.00;-78.65;4.36;LORNA;CORTINA;300.00;31.00;2.00;600.00;6.42;1.42026057;598.58
03 04 2019 12:50;03 04 2019 13:10;NATANIEL;PANTHER;PANTHER 190F;10;MOÑAQUE;-9.00;-78.65;4.36;LORNA;CORTINA;300.00;30.00;2.00;600.00;6.42;1.42026057;598.58
03 04 2019 15:23;03 04 2019 15:48;MI PAUL;YAMAHA;YAMAHA E15DMH;15;MOÑAQUE;-9.00;-78.65;4.36;LORNA;CORTINA;450.00;31.00;2.00;900.00;6.42;1.430755106;898.57
04 04 2019 09:55;04 04 2019 10:20;MI PAUL;YAMAHA;YAMAHA E15DMH;15;MOÑAQUE;-9.00;-78.65;4.36;LORNA;CORTINA;150.00;29.00;1.00;150.00;6.42;1.409766033;148.59
04 04 2019 13:28;04 04 2019 13:48;LUCHITO;YAMAHA;YAMAHA E15DMH;15;MOÑAQUE;-9.00;-78.65;4.36;MACHETE;CORTINA;210.00;27.00;2.00;420.00;6.42;1.413963848;418.59
05 04 2019 09:55;05 04 2019 10:20;MI PAUL;YAMAHA;YAMAHA E15DMH;15;MOÑAQUE;-9.00;-78.65;4.36;BONITO;CORTINA;60.00;29.00;1.00;60.00;6.42;1.403469312;58.60
05 04 2019 13:28;05 04 2019 13:48;LUCHITO;YAMAHA;YAMAHA E15DMH;15;MOÑAQUE;-9.00;-78.65;4.36;LISA;CORTINA;120.00;27.00;2.00;240.00;6.42;1.407667126;238.59
06 04 2019 09:08;06 04 2019 09:23;MICHAEL;YAMAHA;YAMAHA E15DMH;15;LA ISLA;-9.16;-78.63;19.42;PINTADILLA;CORTINA;10.00;27.00;15.00;150.00;6.42;6.235516322;143.76
06 04 2019 09:08;06 04 2019 09:23;MICHAEL;YAMAHA;YAMAHA E15DMH;15;LA ISLA;-9.16;-78.63;19.42;CABRILLA;CORTINA;12.00;32.00;16.00;192.00;6.42;6.236139562;185.76
06 04 2019 09:08;06 04 2019 09:23;MICHAEL;YAMAHA;YAMAHA E15DMH;15;LA ISLA;-9.16;-78.63;19.42;CHITA;CORTINA;15.00;27.00;18.00;270.00;6.42;6.237074422;263.76
06 04 2019 11:00;06 04 2019 11:20;LUCHITO;YAMAHA;YAMAHA E15DMH;15;LA ISLA;-9.16;-78.63;19.42;PEJERREY;CORTINA;30.00;17.00;3.00;90.00;6.42;6.241748722;83.76
06 04 2019 12:09;06 04 2019 12:34;JEREMIAS;YAMAHA;YAMAHA E15DMH;15;LA ISLA;-9.16;-78.63;19.42;LISA;CORTINA;60.00;18.00;3.00;180.00;6.42;6.251097323;173.75
06 04 2019 12:40;06 04 2019 13:05;MI PAUL;YAMAHA;YAMAHA E15DMH;15;LA ISLA;-9.16;-78.63;19.42;BONITO;CORTINA;120.00;52.00;4.00;480.00;6.42;6.269794523;473.73
08 04 2019 08:53;08 04 2019 09:23;PAQUIRRI;BRIGGS STRATTON;BRIGGS STRATTON ZETA;16;MOÑAQUE;-9.00;-78.65;4.36;LORNA;CORTINA;180.00;27.00;0.80;144.00;6.42;1.411864941;142.59
08 04 2019 09:03;08 04 2019 09:23;LUCHITO;YAMAHA;YAMAHA E15DMH;15;MOÑAQUE;-9.00;-78.65;4.36;LORNA;CORTINA;180.00;32.00;0.80;144.00;6.42;1.411864941;142.59
09 04 2019 07:30;09 04 2019 08:00;PAQUIRRI;BRIGGS STRATTON;BRIGGS STRATTON ZETA;16;MOÑAQUE;-9.00;-78.65;4.36;LORNA;CORTINA;360.00;30.00;0.80;288.00;6.51;1.444427427;286.56
09 04 2019 09:03;09 04 2019 09:23;ARIANITA;BRIGGS STRATTON;BRIGGS STRATTON ZETA;16;MOÑAQUE;-9.00;-78.65;4.36;MACHETE;CORTINA;270.00;27.00;3.00;810.00;6.51;1.438042433;808.56
09 04 2019 09:03;09 04 2019 09:23;ARIANITA;BRIGGS STRATTON;BRIGGS STRATTON ZETA;16;MOÑAQUE;-9.00;-78.65;4.36;CABALLA;CORTINA;15.00;29.00;3.00;45.00;6.51;1.419951618;43.58
09 04 2019 09:03;09 04 2019 09:23;ARIANITA;BRIGGS STRATTON;BRIGGS STRATTON ZETA;16;MOÑAQUE;-9.00;-78.65;4.36;JUREL;CORTINA;15.00;31.00;3.00;45.00;6.51;1.419951618;43.58
09 04 2019 11:20;09 04 2019 11:40;NOEMI;YAMAHA;YAMAHA E15DMH;15;MOÑAQUE;-9.00;-78.65;4.36;LORNA;CORTINA;180.00;29.00;0.80;144.00;6.51;1.43165744;142.57
09 04 2019 22:15;09 04 2019 22:40;JEREMIAS;YAMAHA;YAMAHA E15DMH;15;MOÑAQUE;-9.00;-78.65;4.36;MACHETE;CORTINA;150.00;27.00;3.00;450.00;6.51;1.429529109;448.57
09 04 2019 23:17;09 04 2019 23:37;NATANIEL;PANTHER;PANTHER 190F;10;MOÑAQUE;-9.00;-78.65;4.36;MACHETE;CORTINA;180.00;27.00;3.00;540.00;6.51;1.43165744;538.57
09 04 2019 23:43;09 04 2019 23:58;MARLENY;YAMAHA;YAMAHA E15DMH;15;MOÑAQUE;-9.00;-78.65;4.36;MACHETE;CORTINA;180.00;27.00;3.00;540.00;6.51;1.43165744;538.57
10 04 2019 09:15;10 04 2019 09:35;LUCHITO;YAMAHA;YAMAHA E15DMH;15;MOÑAQUE;-9.00;-78.65;4.36;CHITA;CORTINA;30.00;27.00;0.80;24.00;6.51;1.421015784;22.58
10 04 2019 09:31;10 04 2019 09:51;LUCHITO;YAMAHA;YAMAHA E15DMH;15;MOÑAQUE;-9.00;-78.65;4.36;LENGUADO;CORTINA;30.00;41.00;30.00;900.00;6.51;1.421015784;898.58
10 04 2019 09:26;10 04 2019 09:51;MI PAUL;YAMAHA;YAMAHA E15DMH;15;MOÑAQUE;-9.00;-78.65;4.36;MACHETE;CORTINA;120.00;25.00;3.00;360.00;6.51;1.427400777;358.57
10 04 2019 09:26;10 04 2019 09:51;MI PAUL;YAMAHA;YAMAHA E15DMH;15;MOÑAQUE;-9.00;-78.65;4.36;CHIRI;CORTINA;120.00;24.00;3.00;360.00;6.51;1.427400777;358.57
10 04 2019 12:41;10 04 2019 13:11;PAQUIRRI;BRIGGS STRATTON;BRIGGS STRATTON ZETA;16;MOÑAQUE;-9.00;-78.65;4.36;LORNA;CORTINA;390.00;27.00;0.80;312.00;6.51;1.446555758;310.55
